1503309901 41070 17831 6595 3312 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503312147 41070 17831 6595 3312 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503366785 41070 17831 6595 3392 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503367293 41070 17831 6595 3392 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503378829 41070 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503380211 41070 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503448279 41084 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503448329 41084 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503448425 41085 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503448455 41085 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503450815 41086 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503450841 41089 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503450848 41101 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503450885 41101 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503450897 41101 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503450934 41101 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503455908 41170 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503457096 41191 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503458770 41191 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503458895 41199 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503459782 41202 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503460338 41203 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503460643 41203 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503462076 41212 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503462194 41212 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503462368 41215 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503462745 41215 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503482544 41224 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503487120 41224 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 22 85 0 0 1437 915
1503511820 41224 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 235 85 0 0 1437 915
1503520117 41224 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 235 85 0 0 1437 915
1503528898 41224 17831 6595 3405 0 1318 0 433 558 0 201 1495 7291 89 235 85 0 0 1437 915
1503532246 41224 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503534140 41232 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503534429 41234 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503534685 41236 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503534865 41237 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503535137 41240 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503535482 41257 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503536002 41287 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503536129 41288 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503536169 41288 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503536253 41290 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503536474 41291 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503537106 41294 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503539474 41294 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503539573 41294 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503539784 41309 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503540835 41312 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503541510 41312 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503541652 41313 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503542345 41316 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503544099 41332 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503544477 41336 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503545901 41347 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503546679 41349 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
1503546864 41350 17831 6595 3405 0 1318 0 433 558 0 201 1498 7291 89 235 85 0 0 1437 915
